"will","remove","you","free","charExclamation","charDollar","type"
0,0,1.07,0,0.192,0,"spam"
0,0,0,0,0,0,"spam"
0.56,0,0.56,0.56,0.493,0.061,"spam"
0,0,4.16,6.25,5.555,0,"spam"
0.57,0,0,0,0,0,"spam"
1.57,0,3.74,0,5.803,1.284,"spam"
1.39,0,2.5,0.27,0.273,0.364,"spam"
0.93,0,4.19,0.58,0.733,0.104,"spam"
0.18,0.18,1.11,0,0,0.029,"spam"
0,0,0,0,0,0,"spam"
0.49,0,4.9,0,0.544,0.077,"spam"
2.75,0.91,6.42,0,0,0,"spam"
1.45,0.29,5.24,0,0,0.085,"spam"
0,0,2.89,0,1.385,0,"spam"
0,0,0,0,0,0,"spam"
0.57,0,2.37,0,0.845,0.255,"spam"
0.71,0.08,1.86,0.88,0.353,0.254,"spam"
0.57,0,2.37,0,0.736,0.256,"spam"
0.93,0,4.19,0.58,0.733,0.104,"spam"
0,0,0,0,0,0,"spam"
0,0,1.66,0,0,0,"spam"
0,0,0,16.66,0,0,"spam"
0.71,0.08,1.86,0.88,0.353,0.254,"spam"
0.65,0,0,0,0,0,"spam"
0,0,0,0,0,0,"spam"
0,0,1.32,0.44,0,0,"spam"
1.57,0,3.74,0,5.828,1.308,"spam"
1.39,0.07,2.35,0.14,0.319,0.266,"spam"
0.72,0,0,0,0,0,"spam"
0,0,2.4,2.4,0.145,0.291,"spam"
1.02,0.05,3.46,0,0.441,0.421,"spam"
0,0,1.16,0,0,0,"spam"
0.69,0.08,1.82,0.86,0.444,0.25,"spam"
0,0,2.46,2.46,0.232,0.465,"spam"
0,0,0,2.42,0.412,0.206,"spam"
0,0,1.2,0,0,0,"spam"
0.72,0,0,0,0,0,"spam"
0.27,0,0,0,0.037,0,"spam"
1.36,0.68,2.72,0,0,0.11,"spam"
1.36,0.68,2.72,0,0,0.111,"spam"
0,0,3.54,0,0.11,0,"spam"
1.86,0,2.69,0.2,0.996,0.106,"spam"
0,0,5.79,1.44,0.543,0.271,"spam"
0.84,0.28,1.68,0.28,0.034,0,"spam"
2.06,1.03,3.09,2.06,0,0,"spam"
0,0,0.49,0,0,0.265,"spam"
0.89,0.03,3.16,0.26,0.433,0.529,"spam"
1.78,0,1.78,0,0.757,0,"spam"
0.64,0.64,5.8,0,1.44,0,"spam"
0,0,0,0,0.785,0,"spam"
0,0.65,5.22,0,1.461,0,"spam"
0.5,0.4,2.23,0.1,1.01,0.397,"spam"
0.3,0,1.85,0.3,0.615,0.025,"spam"
0,0,1.85,1.85,1.55,0,"spam"
0,0.65,5.88,0.65,1.765,0,"spam"
0.95,1.43,2.87,0,0.694,0,"spam"
1.07,0.19,3.81,0,0.404,0.233,"spam"
0,0,5.79,1.44,0.542,0.271,"spam"
0,0,2.43,2.43,0.896,0,"spam"
0,1.14,2.29,0,0,0,"spam"
0,1.63,1.63,0,0,0,"spam"
2.3,2.3,3.07,0.76,0.518,0,"spam"
1.06,1.06,2.12,0,0,0,"spam"
0,0,4.12,0,1.149,0,"spam"
0.83,0.27,1.38,0.83,0.638,0,"spam"
0,0,1.96,0,0,0,"spam"
0,0,0,0,0.225,0,"spam"
0,0,0.02,0.02,1.542,1.785,"spam"
0.5,0.4,2.23,0.1,0.975,0.396,"spam"
2.18,0.54,2.73,0,1.466,0.258,"spam"
0.8,0.8,3.62,0.8,0.552,0.207,"spam"
0.66,1.33,2.66,1.11,0.067,0.067,"spam"
1.31,0.07,2.24,1.39,0,0.183,"spam"
0,0,0.5,0,0,0.267,"spam"
0.57,0.19,1.71,0.19,0.212,0.303,"spam"
1.49,1.12,4.49,0.37,0.223,0.223,"spam"
0,0,0,0,0,0,"spam"
1.3,0.43,2.43,0.69,0.256,0.242,"spam"
0,0,0,0.48,0.175,0.467,"spam"
0,2.01,1.34,0,0.305,0,"spam"
1.58,0,3.76,0,5.831,1.309,"spam"
0,2.04,1.36,0,0.309,0,"spam"
0.37,0.37,0.74,0.74,0.241,0.06,"spam"
1.23,0.49,2.38,0.9,0.241,0.228,"spam"
0,0,5.43,3.26,2.152,0,"spam"
0.96,0.48,0.96,0,0.43,0.43,"spam"
0.64,0.73,1.38,0.09,0.43,0.134,"spam"
0,0.4,3.6,0.4,0.124,0,"spam"
0.84,0,2.52,0,0,0,"spam"
0.85,0,2.56,0,0,0,"spam"
0.87,0.21,3.71,0.43,0.96,0.128,"spam"
0,0,2.58,0.64,2.354,0,"spam"
0.5,2,3,0.5,0.445,0.979,"spam"
0.55,0,1.65,0,1.029,0.093,"spam"
1.37,0,3.47,0.32,0.639,0.165,"spam"
1.56,1.56,7.03,0,1.363,0,"spam"
1.43,0,3.94,0.35,0,0,"spam"
0.84,0.67,3.03,0.67,0.156,0.104,"spam"
0.85,0.42,3.21,0,0.263,0.075,"spam"
1.51,0.5,3.53,0.5,1.431,0.536,"spam"
0,0,4.31,0.86,0.928,0.154,"spam"
0.86,0,4.66,0.08,0.094,0.015,"spam"
0.55,0,1.65,0,1.023,0.093,"spam"
0,0,0,0,0,0,"spam"
0,7.27,0,0,0.297,0,"spam"
0.7,0.5,1.31,0.1,0.488,0.157,"spam"
0.72,0.2,4.17,0.1,0.095,0,"spam"
0.36,0.36,2.21,0.36,0.433,0.928,"spam"
0.62,0.46,2.63,0.31,0.123,0,"spam"
2.8,1.86,8.41,0,2.306,0.164,"spam"
0.9,0.22,3.86,0.68,1.103,0.133,"spam"
0.54,0.27,1.08,1.35,0.329,0.141,"spam"
0.25,0,2.92,0.38,0.661,0.088,"spam"
0,0,0,0,0.207,0.207,"spam"
0,0,3.87,0,1.16,0.116,"spam"
0,0,0,0,0.207,0.207,"spam"
0,0,2.7,1.35,3.588,0,"spam"
1.03,1.03,2.07,0.51,0.6,0.429,"spam"
0,0,1.79,0.29,0,0.049,"spam"
0.68,0,3.4,0,0.238,0.238,"spam"
0.7,0.5,1.31,0.1,0.488,0.157,"spam"
0.66,0.33,2.67,0.33,0.057,0.23,"spam"
0.46,0,3,0.46,0,0,"spam"
0.79,0.79,2.37,0,0.64,0.192,"spam"
0.38,0.38,2.31,0.77,0.51,0,"spam"
1.07,0.53,2.15,0,0.082,0,"spam"
0.52,0,2.53,0.21,0.887,0.032,"spam"
0,0,0,0,0.022,0.022,"nonspam"
0,0,2.56,0,0.149,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.262,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,7.31,0,0.393,0,"nonspam"
0,0,4,0,0.729,0,"nonspam"
0.24,0,0.24,0,0.149,0,"nonspam"
1.8,0,3.6,0,0,0,"nonspam"
1.85,0,0,0,0,0,"nonspam"
1.48,0,0,0,0,0.032,"nonspam"
0,0,1.85,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
5.88,0,0,0,0.546,0,"nonspam"
0.8,0,0.8,0,0.115,0,"nonspam"
3.03,0,1.51,0,0,0,"nonspam"
0,0,2.32,2.32,0.375,0,"nonspam"
1.27,0,3.18,0,0,0,"nonspam"
0,0,0.58,0,0.282,0,"nonspam"
0.6,0,0.78,0.24,0.044,0.026,"nonspam"
1.88,0,1.88,0,0,0,"nonspam"
2.12,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.78,0,0,0,0,0,"nonspam"
0,0,0,0,1.315,0,"nonspam"
0.86,0,0,0,0,0,"nonspam"
0,0,0,0,0.313,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.27,0,3.29,0,0,0,"nonspam"
0.75,0,3.75,0,0,0,"nonspam"
0.39,0,3.18,0,0,0,"nonspam"
0.32,0.04,0.77,0.08,0.033,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,0,0,0,0.071,"nonspam"
1.58,0,1.58,0,0,0,"nonspam"
0,0,0.21,0,0.161,0,"nonspam"
3.57,0,0,0,0.684,0,"nonspam"
0,0,1.21,0,0.211,0,"nonspam"
1.41,0,0.47,0,0.068,0,"nonspam"
1.28,0,2.56,0,0,0,"nonspam"
0,0,0,0,0.072,0,"nonspam"
3.76,0,0.26,0,0.045,0,"nonspam"
0.91,0,2.75,0,0.301,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.22,0,0,0,0,0,"nonspam"
0,0,4,0,0.613,0,"nonspam"
0,0,4.34,0,3.048,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.75,0,2.63,0,0,0,"nonspam"
0.78,0,1.56,0,0.725,0,"nonspam"
0.34,0,0.45,0,0,0.031,"nonspam"
0.67,0,1.35,0,0.048,0,"nonspam"
0.08,0,0.08,0,0,0.006,"nonspam"
0.51,0,0.51,0,0.08,0,"nonspam"
0.32,0,0,0,0.061,0,"nonspam"
0.2,0.2,0,0,0,0.027,"nonspam"
0,0,0.23,0,0.117,0,"nonspam"
0,0,0,0,0.123,0,"nonspam"
0,0,4,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.091,0,"nonspam"
0,0,1.51,0,0,0,"nonspam"
0,0,0,0,0.24,0,"nonspam"
0.61,0,0.3,0,0,0,"nonspam"
0,0,0,0,0.218,0,"nonspam"
3.92,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.74,0,0.31,0.103,"nonspam"
0.13,0,0,0,0,0.085,"nonspam"
0.19,0,0,0,0,0,"nonspam"
0.46,0,0.76,0,0,0.033,"nonspam"
0,0,0,0,1.886,0,"nonspam"
1.38,0,0.69,0,0,0.08,"nonspam"
0,0,0,0,0,0,"nonspam"
1.07,0,1.07,0,0,0,"nonspam"
0.3,0,0,0,0,0,"nonspam"
0.93,0,2.34,0,0,0,"nonspam"
0.25,0,0,0,0,0,"nonspam"
0.56,0,1.35,0.11,0.042,0,"nonspam"
0.43,0,0,0,0,0,"nonspam"
0,0,0.29,0,0.052,0,"nonspam"
0,0,1.36,0,0,0,"nonspam"
0,0,2.4,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.96,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.01,0,0,0,0,0,"nonspam"
0.34,0,0.34,0,0,0,"nonspam"
0.73,0,0.14,0,0.02,0,"nonspam"
4.54,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.26,0,2.08,0.26,0,0,"nonspam"
0.62,0,0.31,0,0,0,"nonspam"
0.96,0,1.44,0,0.074,0,"nonspam"
3.23,0,0.32,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.6,0,2.06,0,0.073,0,"nonspam"
1.85,0,0,0,0,0,"nonspam"
0.27,0,2.18,0.27,0,0,"nonspam"
0.41,0,0.03,0.01,0.008,0.005,"nonspam"
0.67,0,0.58,0,0,0.012,"nonspam"
1,0,5,0,0.17,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.13,0,0.71,0,0,0,"nonspam"
0,0,0,0,0.239,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.92,0,2.76,0,0.202,0.121,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.72,0,3.44,0,0,0,"nonspam"
2.32,0,1.16,0,0.148,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.77,0,0.313,0.313,"nonspam"
1.73,0,0.57,0,0,0,"nonspam"
0.2,0,0,0,0,0,"nonspam"
0,0,0,0,0.125,0,"nonspam"
0,0.5,1.25,0,0.045,0,"nonspam"
0.16,0,0.22,0,0,0.016,"nonspam"
0.71,0,0.71,0,0.372,0,"nonspam"
0,0.25,2.05,0.25,0.413,0,"nonspam"
0,0,0,0,0.214,0,"nonspam"
1.38,0,1.38,0,0.448,0,"nonspam"
0,0,0,0,1.234,0,"nonspam"
1.52,0,0.76,0,0,0,"nonspam"
2.77,0,0,0,0.165,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.42,0,3.4,0,0,0,"nonspam"
0,0,1.92,0,0,0,"nonspam"
0,0,1.36,0,0,0,"nonspam"
0,0,4,0,0.724,0,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
0.43,0,0,0,0,0,"nonspam"
0.78,0,0,0,0,0.052,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.01,0,0,0,"nonspam"
0.42,0,0.42,0,0.151,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.66,0,0.167,0,"nonspam"
0.81,0,0.81,0,0,0,"nonspam"
2.15,0,1.07,0,0,0,"nonspam"
0.26,0,0.52,0,0.047,0.028,"nonspam"
5.12,0,2.56,0,0,0,"nonspam"
0.19,0,1.33,0,0.03,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.43,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.67,0,0.134,0,"nonspam"
0,0,0,0,0.161,0,"nonspam"
0,0,0.69,0,0.284,0.094,"nonspam"
0.52,0,0.52,0,0,0.036,"nonspam"
0.22,0,0.17,0,0,0.011,"nonspam"
0,0,2.87,0,0,0,"nonspam"
0.33,0,0.19,0,0,0.013,"nonspam"
1.14,0,0,0,0,0,"nonspam"
3.22,0,0,0,0,0,"nonspam"
0.4,0,0,0,0,0.013,"nonspam"
0.97,0,1.94,0,0,0,"nonspam"
2.46,0,0,0,0,0,"nonspam"
0.81,0,1.62,0,0.37,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.81,0,1.08,0,0,0,"nonspam"
1.12,0,4.49,0,0.111,0,"nonspam"
0.72,0,0.72,0,0.063,0.126,"nonspam"
0,0,2.38,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.81,0,0.54,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.84,0,0.42,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.75,0,0,0,"nonspam"
0,0,0,0,0,0.365,"nonspam"
0,0,1.02,0,0.176,0,"nonspam"
0.45,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.76,0,0.127,0,"nonspam"
0,0,2.46,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.04,0,0.179,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.02,0,0,0.142,"nonspam"
0,0,0,0,0,0,"nonspam"
2.32,0,5.11,0,0.065,0,"nonspam"
0,0,0.58,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.51,0,0,0,"nonspam"
0.85,0,0,0,0,0,"nonspam"
0,0,0.52,0,0,0,"nonspam"
1.19,0,1.19,0,0,0,"nonspam"
2.58,0,2.58,0,0.141,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.03,1.72,0,0,"nonspam"
0,0,0,0.58,0,0,"nonspam"
0.15,0,1.38,0,0,0,"nonspam"
0.29,0,0.29,0,0.376,0,"nonspam"
2.17,0,0.86,0,0,0,"nonspam"
0.55,0,1.11,0,0,0,"nonspam"
1.49,0,0,0,0,0,"nonspam"
0.89,0,0,0,0,0,"nonspam"
0.9,0,0.6,0,0,0.129,"nonspam"
0,0,0,0,0,0,"nonspam"
0.35,0,1.42,0,0,0,"nonspam"
0,0,1.85,0,0,0,"nonspam"
0,0,1.61,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.32,0,1.1,0,0,0,"nonspam"
1.67,0,0,0,0,0,"nonspam"
0,0,1.57,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.58,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.4,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.144,0,"nonspam"
0,0,2.1,0,0,0,"nonspam"
0.51,0,1.03,0,0,0.141,"nonspam"
0.45,0,0,0,0,0,"nonspam"
0,0,1.14,0,0,0,"nonspam"
0,0,1.08,0,0,0,"nonspam"
0.8,0,0.1,0,0,0.015,"nonspam"
0.67,0,0.67,0,0,0,"nonspam"
0.9,0,0,0,0,0,"nonspam"
0,0,1.19,0,0,0,"nonspam"
0.34,0,0,0,0,0,"nonspam"
1.6,0,0.32,0,0,0,"nonspam"
0,0,1.85,0,0.318,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.84,0,0,0,"nonspam"
0,0,2.22,0,0.176,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.44,0,0.383,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.66,0,0.05,0.05,"nonspam"
1,0,0.4,0,0,0,"nonspam"
0,0,2.08,0,0,0,"nonspam"
1.31,0,1.31,0,0,0,"nonspam"
0.22,0,0.66,0,0.023,0.047,"nonspam"
0.51,0,1.03,0,0,0.141,"nonspam"
1.02,0,1.36,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.16,0,0.74,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.68,0,0.055,0.055,"nonspam"
0,0,1.92,0,0.26,0,"nonspam"
0,0,3.84,0,0,0,"nonspam"
0,0,0,0,0.374,0,"nonspam"
0,0,0,0,0.213,0,"nonspam"
1,0,0,0,0,0,"nonspam"
0.86,0,0,0,0,0,"nonspam"
0.25,0,0.94,0.08,0.051,0.038,"nonspam"
2.1,0,4.21,0,0,0,"nonspam"
0.59,0,0,0,0,0,"nonspam"
0.82,0,1.36,0,0.045,0,"nonspam"
1.61,0,0.8,0,0.139,0,"nonspam"
1.69,0,1.69,0,0.552,0,"nonspam"
1.6,0,0,0,0,0,"nonspam"
0,0,0.93,0,0.075,0.075,"nonspam"
1.76,0,0,0,0,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0.68,0,5.47,0.68,0,0,"nonspam"
0.59,0,1.77,0,0.107,0,"nonspam"
1.67,0,2.79,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,7.27,0,0,0,"nonspam"
0.66,0.16,0,0,0.02,0,"nonspam"
0.33,0,2.65,0,0.051,0,"nonspam"
0.08,0,0,0,0,0,"nonspam"
0.5,0,0.2,0,0,0,"nonspam"
0,0,1.7,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.92,0,0,0,0.026,0,"nonspam"
1,0,0.16,0,0,0,"nonspam"
0,0,1.62,0,0,0,"nonspam"
3.03,0,0,0,0.5,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.89,0,0,0,0,0,"nonspam"
2.17,0,0,0,0,0,"nonspam"
0,0,0,0,0.09,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.16,0,1.458,0,"nonspam"
0,0,0.08,0,0,0,"nonspam"
0.29,0,0.38,0,0,0.026,"nonspam"
0.73,0,0.09,0,0,0.1,"nonspam"
0.15,0,0.31,0,0,0.015,"nonspam"
0,0,0.99,0,0,0.163,"nonspam"
0,0,0,0,0.078,0,"nonspam"
1.84,0,1.38,0,0,0,"nonspam"
1.12,0,1.12,0,0.072,0.072,"nonspam"
0.16,0.16,2.8,0.99,0.076,0.076,"nonspam"
0,0,0,0,0,0,"nonspam"
0.71,0,1.06,0,0.026,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.79,0,0.39,0,0,0,"nonspam"
0.73,0,1.54,0.07,0,0.01,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.294,0,"nonspam"
0.26,0,1.56,0,0.041,0,"nonspam"
0.91,0,1.21,0,0.044,0,"nonspam"
0,0,0.81,0,0.285,0,"nonspam"
1.07,0,1.99,0,0,0,"nonspam"
0,0,1.69,0,0,0,"nonspam"
0,0,1.29,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,3.07,3.07,0,0.251,0,"nonspam"
0,0,1.04,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.57,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.62,0,0,0,0,0,"nonspam"
0,0,0,0,0.123,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.78,0,1.56,0.78,0,0.136,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.42,0,0,0,"nonspam"
0,0,1.85,0,0,0,"nonspam"
4.76,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.66,0,0.82,0,0,0,"nonspam"
3.92,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,1.798,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.39,0,0,0.08,0,0.023,"nonspam"
0,0,3.84,0,0,0,"nonspam"
1.39,0,0,0,0,0,"nonspam"
0.82,0,0,0,0,0,"nonspam"
0.31,0.31,0.63,0,0,0,"nonspam"
1.43,0,0,0,0,0.028,"nonspam"
0.72,0,4.37,0,0,0,"nonspam"
0.65,0.32,0.98,0,0,0,"nonspam"
0,0,0.9,0,0.225,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.432,0,"nonspam"
0.3,0,0.05,0,0,0,"nonspam"
0,0,0.6,0,0,0,"nonspam"
0.74,0,1.49,0,0.102,0,"nonspam"
1.83,0,1.83,0,0.116,0,"nonspam"
1.71,0,0,0,0,0,"nonspam"
0,0,0,0,0.063,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.8,0,0.88,0,0.044,0.051,"nonspam"
0,0,0,0,0.069,0,"nonspam"
3.09,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2,0,6.5,0,0.145,0,"nonspam"
0.77,0,0,0,0.102,0,"nonspam"
0,0,0.29,0,0.044,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.45,0,0.07,0.11,0.002,0,"nonspam"
0.59,0,2.38,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.57,0,3.14,0,0.087,0,"nonspam"
0.29,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.72,0,0.25,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.72,0,0,0,0,0,"nonspam"
4.54,0,0,0,0,0,"nonspam"
0.99,0,2.97,0.99,0.262,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.72,0,1.45,0,0,0,"nonspam"
0.58,0,1.17,0,0,0,"nonspam"
0,0,3.67,0,0,0,"nonspam"
0,0,1.41,0,0,0,"nonspam"
0,0,2.5,0,0,0,"nonspam"
0,0,2.09,0,0.309,0,"nonspam"
0,0,0.66,0,0.104,0,"nonspam"
1.29,0,2.59,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.33,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.4,0,0,0,0,0,"nonspam"
0,0,2.01,0,0,0,"nonspam"
0.75,0,2.63,0,0,0,"nonspam"
0.28,0,1.15,0,0.103,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.239,0,"nonspam"
0.27,0,0.81,0,0,0,"nonspam"
0,0,0,0,1.123,0,"nonspam"
0.96,0,0.96,0,0.138,0,"nonspam"
3.33,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.21,0,1.08,0,0,0,"nonspam"
0,0,2.8,0.93,0,0,"nonspam"
0,0,4.25,0,0,0.124,"nonspam"
0,0,0,0,0,0.078,"nonspam"
0,0,6.75,0,0,0,"nonspam"
0,0,2.39,0,0,0,"nonspam"
2.76,0,1.69,0,0,0,"nonspam"
0,0,1.08,0,0,0,"nonspam"
0,0,1.23,0,0,0,"nonspam"
2.4,0,1.2,0,0,0,"nonspam"
0,0,2.35,0,0.203,0,"nonspam"
0,0,4.16,0,0,0,"nonspam"
0,0,0,1.85,0,0,"nonspam"
0.32,0,0,0,0,0,"nonspam"
0,0,0,0,2.272,0,"nonspam"
1.1,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.44,0,0,0,0,0.058,"nonspam"
0,0,2.04,0,0.286,0,"nonspam"
3.79,0,0,0,0.147,0,"nonspam"
0.42,0,0.42,0,0,0,"nonspam"
0,0,1.88,0,0.277,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.62,0,0,0,0,0,"nonspam"
0,0,8.33,0,0,0,"nonspam"
0,0,1.38,1.38,0,0,"nonspam"
0,0,2.5,0,0,0,"nonspam"
1.27,0,0.29,0,0,0.026,"nonspam"
0.44,0,1.57,0,0.033,0.033,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.59,0,1.77,0.09,0.068,0,"nonspam"
0,0,0,0,0.055,0,"nonspam"
0.45,0,2.28,0,0.486,0,"nonspam"
0.76,0,1.52,0,0,0,"nonspam"
0.44,0.22,2.88,0,0.073,0.146,"nonspam"
0,0,0,0,0,0,"nonspam"
0.55,0,0.92,0,0.029,0.029,"nonspam"
0.34,0,1.15,0,0.053,0.03,"nonspam"
0.93,0,0,0,0,0,"nonspam"
1.02,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.85,0,2.56,0,0.331,0,"nonspam"
3.57,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.19,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.65,0,0,0.052,"nonspam"
0,0,0.58,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0.79,0,1.58,0,0.149,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0.33,0,0.33,0.33,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.24,0,0.49,0,0,0.117,"nonspam"
0.73,0,0,0,0,0,"nonspam"
0,0,0.62,0,0,0,"nonspam"
0,0,3.03,0,0,0,"nonspam"
0.37,0,0.49,0,0,0.034,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.31,0,0,0.048,"nonspam"
0,0,0.48,0,0,0,"nonspam"
0.77,0,0.11,0,0.004,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0.27,0,0.17,0,0.014,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.03,0,3.09,0,0,0,"nonspam"
0.46,0,0.56,0,0,0,"nonspam"
2.46,0,1.23,0,0.279,0,"nonspam"
0.57,0,0.57,0,0,0,"nonspam"
0,0,2.17,0,0,0,"nonspam"
4.16,0,0,0,0.709,0,"nonspam"
2.22,0,1.48,0,0,0,"nonspam"
0,0,1.44,0.48,0.305,0.381,"nonspam"
0,0,1.44,0.48,0.305,0.381,"nonspam"
0,1.78,5.35,1.78,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
